id,channel,num_past_purch,spent_last_purchase,weeks_since_visit,browsing_minutes,shopping_cart,p_treat,p_ctrl,uplift,rank,recommended
Next_4681,Instagram,1,126.98,5,10,0,0.0417,0.0341,0.0076,3348,0
Next_3973,Facebook,1,60.99,3,15,0,0.0437,0.0361,0.0075,3349,0
Next_183,Google,0,0.0,2,21,0,0.0312,0.0236,0.0075,3350,0
Next_5685,Google,0,0.0,2,21,0,0.0312,0.0236,0.0075,3351,0
Next_719,Instagram,0,0.0,7,5,0,0.0197,0.0122,0.0075,3352,0
Next_2118,Instagram,1,161.97,3,14,0,0.0657,0.0582,0.0075,3353,0
Next_2165,Instagram,0,0.0,5,1,0,0.0239,0.0164,0.0075,3354,0
Next_2742,Instagram,6,50.49,0,28,0,0.4248,0.4173,0.0075,3355,0
Next_4774,Facebook,0,0.0,6,15,0,0.0207,0.0133,0.0075,3356,0
Next_4055,Facebook,0,0.0,6,15,0,0.0207,0.0133,0.0075,3357,0
Next_1826,Facebook,0,0.0,6,15,0,0.0207,0.0133,0.0075,3358,0
Next_330,Facebook,0,0.0,6,15,0,0.0207,0.0133,0.0075,3359,0
Next_2297,Facebook,0,0.0,6,15,0,0.0207,0.0133,0.0075,3360,0
Next_2004,Google,0,0.0,3,22,0,0.0274,0.0199,0.0075,3361,0
Next_5991,Facebook,4,61.99,2,24,0,0.1419,0.1344,0.0074,3362,0
Next_2315,Facebook,0,0.0,3,10,0,0.0287,0.0212,0.0074,3363,0
Next_5929,Facebook,0,0.0,3,10,0,0.0287,0.0212,0.0074,3364,0
Next_454,Facebook,0,0.0,5,13,0,0.0228,0.0154,0.0074,3365,0
Next_837,Google,0,0.0,1,20,0,0.0355,0.0281,0.0074,3366,0
Next_986,Google,0,0.0,1,20,0,0.0355,0.0281,0.0074,3367,0
Next_1843,Google,0,0.0,1,20,0,0.0355,0.0281,0.0074,3368,0
Next_3387,Google,0,0.0,1,20,0,0.0355,0.0281,0.0074,3369,0
Next_3011,Google,0,0.0,1,20,0,0.0355,0.0281,0.0074,3370,0
Next_71,Google,0,0.0,1,20,0,0.0355,0.0281,0.0074,3371,0
Next_1151,Facebook,0,0.0,0,8,0,0.0438,0.0364,0.0074,3372,0
Next_3754,Facebook,0,0.0,0,8,0,0.0438,0.0364,0.0074,3373,0
Next_3125,Facebook,0,0.0,0,8,0,0.0438,0.0364,0.0074,3374,0
Next_5582,Facebook,0,0.0,0,8,0,0.0438,0.0364,0.0074,3375,0
Next_3022,Google,1,279.96,4,10,1,0.0837,0.0763,0.0074,3376,0
Next_3609,Instagram,3,75.49,4,8,0,0.0756,0.0682,0.0074,3377,0
Next_3629,Google,3,245.97,2,18,1,0.2261,0.2187,0.0074,3378,0
Next_5956,Facebook,8,48.99,3,4,1,0.4795,0.4721,0.0074,3379,0
Next_5119,Instagram,3,74.99,5,7,0,0.0624,0.055,0.0074,3380,0
Next_4554,Google,2,70.99,4,28,0,0.0471,0.0398,0.0074,3381,0
Next_1431,Google,0,0.0,5,25,0,0.0218,0.0144,0.0074,3382,0
Next_4608,Google,1,80.99,5,29,0,0.0321,0.0248,0.0073,3383,0
Next_3586,Facebook,3,73.49,5,18,0,0.0576,0.0503,0.0073,3384,0
Next_756,Instagram,1,155.97,7,13,0,0.0332,0.0259,0.0073,3385,0
Next_2106,Facebook,1,54.49,5,15,0,0.0315,0.0242,0.0073,3386,0
Next_2331,Google,2,205.96,4,4,1,0.0881,0.0808,0.0073,3387,0
Next_5372,Facebook,0,0.0,4,11,0,0.0251,0.0179,0.0073,3388,0
Next_4419,Facebook,0,0.0,4,11,0,0.0251,0.0179,0.0073,3389,0
Next_3000,Instagram,1,64.49,5,4,0,0.0341,0.0268,0.0073,3390,0
Next_375,Instagram,1,60.49,3,3,0,0.0457,0.0384,0.0073,3391,0
Next_784,Google,0,0.0,4,23,0,0.024,0.0167,0.0073,3392,0
Next_1236,Google,0,0.0,4,23,0,0.024,0.0167,0.0073,3393,0
Next_5808,Instagram,1,61.49,1,4,0,0.0653,0.058,0.0072,3394,0
Next_970,Facebook,5,39.99,7,17,0,0.0666,0.0594,0.0072,3395,0
Next_1907,Facebook,1,43.99,0,14,0,0.0686,0.0613,0.0072,3396,0
Next_4299,Facebook,2,108.98,6,20,0,0.0407,0.0335,0.0072,3397,0
Next_3267,Facebook,2,63.49,1,18,0,0.0852,0.078,0.0072,3398,0
Next_5326,Facebook,1,69.49,5,16,0,0.0325,0.0253,0.0072,3399,0
Next_3284,Facebook,3,65.99,5,17,0,0.0558,0.0486,0.0072,3400,0
Next_5356,Instagram,0,0.0,6,2,0,0.021,0.0138,0.0072,3401,0
Next_4976,Instagram,0,0.0,6,2,0,0.021,0.0138,0.0072,3402,0
Next_2560,Facebook,3,69.99,7,17,0,0.0403,0.0331,0.0071,3403,0
Next_1702,Facebook,2,58.99,5,15,0,0.0405,0.0334,0.0071,3404,0
Next_3481,Facebook,3,119.98,4,24,0,0.0822,0.0751,0.0071,3405,0
Next_4997,Google,0,0.0,0,19,0,0.0404,0.0333,0.0071,3406,0
Next_4095,Google,0,0.0,0,19,0,0.0404,0.0333,0.0071,3407,0
Next_3046,Google,0,0.0,0,19,0,0.0404,0.0333,0.0071,3408,0
Next_4441,Google,0,0.0,0,19,0,0.0404,0.0333,0.0071,3409,0
Next_3993,Google,0,0.0,0,19,0,0.0404,0.0333,0.0071,3410,0
Next_4586,Instagram,1,45.99,0,3,0,0.0741,0.067,0.0071,3411,0
Next_2166,Facebook,8,61.49,0,16,1,0.7032,0.6962,0.0071,3412,0
Next_1610,Instagram,1,218.97,4,19,0,0.0659,0.0589,0.0071,3413,0
Next_1871,Google,0,0.0,2,20,0,0.0301,0.023,0.0071,3414,0
Next_4853,Google,0,0.0,2,20,0,0.0301,0.023,0.0071,3415,0
Next_2193,Google,0,0.0,2,20,0,0.0301,0.023,0.0071,3416,0
Next_7,Instagram,1,59.99,6,4,0,0.0289,0.0219,0.007,3417,0
Next_5403,Facebook,0,0.0,5,12,0,0.022,0.015,0.007,3418,0
Next_391,Facebook,0,0.0,5,12,0,0.022,0.015,0.007,3419,0
Next_4116,Facebook,0,0.0,5,12,0,0.022,0.015,0.007,3420,0
Next_3919,Facebook,0,0.0,5,12,0,0.022,0.015,0.007,3421,0
Next_3659,Facebook,1,73.99,5,16,0,0.0325,0.0255,0.007,3422,0
Next_3420,Facebook,0,0.0,7,16,0,0.0182,0.0112,0.007,3423,0
Next_288,Facebook,0,0.0,7,16,0,0.0182,0.0112,0.007,3424,0
Next_5518,Facebook,3,62.49,6,16,0,0.0458,0.0388,0.007,3425,0
Next_2764,Google,3,36.99,5,25,0,0.0466,0.0396,0.007,3426,0
Next_4578,Facebook,1,57.99,4,14,0,0.0358,0.0288,0.007,3427,0
Next_3183,Facebook,1,73.99,7,18,0,0.025,0.018,0.007,3428,0
Next_2805,Instagram,1,127.98,5,9,0,0.0402,0.0333,0.007,3429,0
Next_1304,Facebook,0,0.0,2,8,0,0.0315,0.0246,0.007,3430,0
Next_5855,Facebook,0,0.0,2,8,0,0.0315,0.0246,0.007,3431,0
Next_813,Facebook,5,54.99,4,23,0,0.1287,0.1217,0.007,3432,0
Next_4902,Facebook,1,50.99,6,15,0,0.0267,0.0197,0.0069,3433,0
Next_3076,Facebook,1,60.99,7,17,0,0.0242,0.0173,0.0069,3434,0
Next_643,Google,0,0.0,1,19,0,0.0343,0.0274,0.0069,3435,0
Next_3492,Google,0,0.0,1,19,0,0.0343,0.0274,0.0069,3436,0
Next_5089,Google,0,0.0,1,19,0,0.0343,0.0274,0.0069,3437,0
Next_4364,Google,0,0.0,1,19,0,0.0343,0.0274,0.0069,3438,0
Next_5369,Instagram,6,64.99,6,14,0,0.1376,0.1307,0.0069,3439,0
Next_5456,Facebook,1,61.99,7,17,0,0.0242,0.0173,0.0069,3440,0
Next_5666,Google,1,45.99,3,24,0,0.0376,0.0308,0.0069,3441,0
Next_5473,Facebook,1,72.99,3,15,0,0.0436,0.0367,0.0069,3442,0
Next_2080,Facebook,0,0.0,4,10,0,0.0243,0.0174,0.0069,3443,0
Next_1224,Facebook,0,0.0,4,10,0,0.0243,0.0174,0.0069,3444,0
Next_5426,Facebook,0,0.0,4,10,0,0.0243,0.0174,0.0069,3445,0
Next_3058,Facebook,0,0.0,4,10,0,0.0243,0.0174,0.0069,3446,0
Next_5680,Facebook,0,0.0,4,10,0,0.0243,0.0174,0.0069,3447,0
Next_5981,Google,0,0.0,4,22,0,0.0232,0.0163,0.0068,3448,0
Next_3572,Google,0,0.0,4,22,0,0.0232,0.0163,0.0068,3449,0
Next_3769,Facebook,2,72.99,6,16,0,0.0355,0.0287,0.0068,3450,0
Next_3187,Facebook,0,0.0,0,7,0,0.0423,0.0355,0.0068,3451,0
Next_5272,Facebook,1,73.99,0,17,0,0.0756,0.0688,0.0068,3452,0
Next_5845,Instagram,3,49.99,6,3,0,0.0464,0.0396,0.0068,3453,0
Next_1873,Instagram,0,0.0,7,3,0,0.0184,0.0116,0.0068,3454,0
Next_2778,Instagram,0,0.0,7,3,0,0.0184,0.0116,0.0068,3455,0
Next_1223,Facebook,1,55.99,5,14,0,0.0304,0.0236,0.0068,3456,0
Next_5537,Instagram,1,97.98,0,9,0,0.0899,0.0831,0.0068,3457,0
Next_1148,Instagram,4,69.99,2,14,0,0.157,0.1502,0.0067,3458,0
Next_5503,Facebook,0,0.0,1,7,0,0.0359,0.0292,0.0067,3459,0
Next_3905,Facebook,0,0.0,1,7,0,0.0359,0.0292,0.0067,3460,0
Next_2246,Referral,4,52.99,0,6,0,0.2415,0.2347,0.0067,3461,0
Next_716,Facebook,1,57.99,0,15,0,0.0708,0.0641,0.0067,3462,0
Next_4182,Facebook,3,64.99,4,17,0,0.0655,0.0587,0.0067,3463,0
Next_5721,Facebook,1,63.99,4,14,0,0.0358,0.0291,0.0067,3464,0
Next_5196,Instagram,2,50.99,5,2,0,0.041,0.0343,0.0067,3465,0
Next_4207,Facebook,0,0.0,6,13,0,0.0193,0.0126,0.0067,3466,0
Next_4366,Facebook,0,0.0,6,13,0,0.0193,0.0126,0.0067,3467,0
Next_2128,Google,1,47.49,5,25,0,0.028,0.0213,0.0067,3468,0
Next_3794,Facebook,1,57.99,5,14,0,0.0304,0.0237,0.0067,3469,0
Next_195,Google,1,68.99,4,26,0,0.0341,0.0275,0.0067,3470,0
Next_5883,Facebook,0,0.0,7,15,0,0.0175,0.0109,0.0067,3471,0
Next_5005,Facebook,0,0.0,7,15,0,0.0175,0.0109,0.0067,3472,0
Next_4978,Facebook,4,68.99,6,18,0,0.0629,0.0563,0.0067,3473,0
Next_4250,Instagram,3,61.99,6,4,0,0.048,0.0413,0.0066,3474,0
Next_1988,Referral,5,175.47,4,19,0,0.248,0.2414,0.0066,3475,0
Next_5360,Facebook,1,117.98,5,19,0,0.0359,0.0293,0.0066,3476,0
Next_380,Facebook,2,61.99,3,15,0,0.0561,0.0495,0.0066,3477,0
Next_3814,Google,0,0.0,2,19,0,0.0291,0.0225,0.0066,3478,0
Next_2651,Google,0,0.0,2,19,0,0.0291,0.0225,0.0066,3479,0
Next_5704,Google,0,0.0,2,19,0,0.0291,0.0225,0.0066,3480,0
Next_5052,Google,0,0.0,3,20,0,0.0255,0.0189,0.0066,3481,0
Next_3097,Google,0,0.0,3,20,0,0.0255,0.0189,0.0066,3482,0
Next_217,Google,0,0.0,5,23,0,0.0203,0.0137,0.0066,3483,0
Next_4557,Google,0,0.0,5,23,0,0.0203,0.0137,0.0066,3484,0
Next_5184,Google,0,0.0,5,23,0,0.0203,0.0137,0.0066,3485,0
Next_2957,Google,0,0.0,5,23,0,0.0203,0.0137,0.0066,3486,0
Next_2012,Facebook,4,51.99,3,20,0,0.1077,0.1012,0.0066,3487,0
Next_1491,Facebook,2,58.99,5,14,0,0.0391,0.0326,0.0066,3488,0
Next_620,Google,0,0.0,0,18,0,0.039,0.0325,0.0066,3489,0
Next_4124,Google,0,0.0,0,18,0,0.039,0.0325,0.0066,3490,0
Next_329,Google,0,0.0,0,18,0,0.039,0.0325,0.0066,3491,0
Next_1263,Facebook,0,0.0,3,8,0,0.0267,0.0202,0.0066,3492,0
Next_1477,Google,7,69.99,3,11,1,0.3596,0.3531,0.0065,3493,0
Next_4344,Facebook,3,60.99,6,15,0,0.0443,0.0378,0.0065,3494,0
Next_2377,Facebook,4,70.99,6,18,0,0.0629,0.0564,0.0065,3495,0
Next_2358,Facebook,0,0.0,2,7,0,0.0304,0.0239,0.0065,3496,0
Next_4400,Facebook,0,0.0,2,7,0,0.0304,0.0239,0.0065,3497,0
Next_2577,Google,3,57.99,3,28,0,0.071,0.0645,0.0065,3498,0
Next_2289,Facebook,0,0.0,4,9,0,0.0234,0.017,0.0065,3499,0
Next_4982,Facebook,0,0.0,4,9,0,0.0234,0.017,0.0065,3500,0
Next_240,Facebook,4,44.99,6,15,0,0.057,0.0505,0.0065,3501,0
Next_4118,Google,0,0.0,4,21,0,0.0224,0.0159,0.0065,3502,0
Next_4548,Facebook,2,64.99,0,19,0,0.1027,0.0963,0.0065,3503,0
Next_1778,Instagram,0,0.0,7,2,0,0.0177,0.0113,0.0064,3504,0
Next_5887,Instagram,0,0.0,7,2,0,0.0177,0.0113,0.0064,3505,0
Next_4117,Facebook,2,111.98,5,19,0,0.0462,0.0398,0.0064,3506,0
Next_3103,Google,0,0.0,1,18,0,0.0331,0.0267,0.0064,3507,0
Next_4600,Google,0,0.0,1,18,0,0.0331,0.0267,0.0064,3508,0
Next_4707,Google,0,0.0,1,18,0,0.0331,0.0267,0.0064,3509,0
Next_485,Google,0,0.0,1,18,0,0.0331,0.0267,0.0064,3510,0
Next_1848,Google,0,0.0,1,18,0,0.0331,0.0267,0.0064,3511,0
Next_863,Instagram,4,57.99,0,17,0,0.2263,0.2199,0.0064,3512,0
Next_3138,Google,1,35.49,7,26,0,0.0208,0.0144,0.0064,3513,0
Next_2248,Google,1,65.99,7,28,0,0.0223,0.0159,0.0064,3514,0
Next_2219,Google,2,73.49,2,28,0,0.065,0.0586,0.0064,3515,0
Next_5719,Instagram,1,51.99,2,1,0,0.0502,0.0439,0.0064,3516,0
Next_1470,Facebook,0,0.0,6,12,0,0.0187,0.0123,0.0064,3517,0
Next_2993,Facebook,0,0.0,6,12,0,0.0187,0.0123,0.0064,3518,0
Next_3947,Facebook,3,76.99,0,25,0,0.1561,0.1497,0.0063,3519,0
Next_2733,Instagram,1,61.99,0,4,0,0.0765,0.0702,0.0063,3520,0
Next_5187,Facebook,2,63.49,1,17,0,0.0824,0.0761,0.0063,3521,0
Next_162,Facebook,4,46.99,5,16,0,0.0692,0.0629,0.0063,3522,0
Next_4607,Google,1,55.49,4,24,0,0.0319,0.0256,0.0063,3523,0
Next_1801,Facebook,0,0.0,5,10,0,0.0205,0.0143,0.0063,3524,0
Next_4612,Facebook,0,0.0,5,10,0,0.0205,0.0143,0.0063,3525,0
Next_3304,Instagram,5,60.99,3,15,0,0.175,0.1687,0.0063,3526,0
Next_1527,Google,0,0.0,6,24,0,0.0178,0.0115,0.0063,3527,0
Next_2439,Google,0,0.0,6,24,0,0.0178,0.0115,0.0063,3528,0
Next_3316,Google,0,0.0,6,24,0,0.0178,0.0115,0.0063,3529,0
Next_3402,Google,0,0.0,6,24,0,0.0178,0.0115,0.0063,3530,0
Next_342,Facebook,0,0.0,0,6,0,0.0408,0.0346,0.0063,3531,0
Next_4069,Instagram,1,176.97,1,17,0,0.0992,0.093,0.0062,3532,0
Next_5353,Facebook,0,0.0,1,6,0,0.0347,0.0284,0.0062,3533,0
Next_1753,Facebook,0,0.0,1,6,0,0.0347,0.0284,0.0062,3534,0
Next_1186,Facebook,1,136.98,5,20,0,0.0371,0.0308,0.0062,3535,0
Next_5180,Google,0,0.0,5,22,0,0.0196,0.0134,0.0062,3536,0
Next_5984,Google,0,0.0,5,22,0,0.0196,0.0134,0.0062,3537,0
Next_3006,Google,0,0.0,5,22,0,0.0196,0.0134,0.0062,3538,0
Next_4742,Instagram,1,141.98,3,10,0,0.0575,0.0513,0.0062,3539,0
Next_2881,Instagram,2,59.49,6,2,0,0.0348,0.0285,0.0062,3540,0
Next_3467,Facebook,1,93.98,3,16,0,0.045,0.0388,0.0062,3541,0
Next_4649,Facebook,2,52.99,6,13,0,0.0321,0.0259,0.0062,3542,0
Next_1771,Google,0,0.0,7,26,0,0.0162,0.0099,0.0062,3543,0
Next_2962,Google,0,0.0,7,26,0,0.0162,0.0099,0.0062,3544,0
Next_3275,Google,3,52.99,4,26,0,0.0566,0.0504,0.0062,3545,0
Next_3829,Google,0,0.0,3,19,0,0.0246,0.0184,0.0062,3546,0
Next_1599,Google,0,0.0,3,19,0,0.0246,0.0184,0.0062,3547,0
Next_1991,Facebook,1,116.98,4,18,0,0.0408,0.0347,0.0062,3548,0
Next_435,Google,1,70.99,3,25,0,0.0389,0.0327,0.0062,3549,0
Next_2961,Facebook,2,56.49,5,13,0,0.0378,0.0316,0.0062,3550,0
Next_5308,Google,0,0.0,2,18,0,0.0281,0.0219,0.0062,3551,0
Next_151,Google,0,0.0,2,18,0,0.0281,0.0219,0.0062,3552,0
Next_894,Facebook,5,76.99,7,20,0,0.0733,0.0672,0.0062,3553,0
Next_3227,Instagram,5,72.49,5,12,0,0.119,0.1129,0.0061,3554,0
Next_5083,Instagram,2,51.99,5,1,0,0.0396,0.0335,0.0061,3555,0
Next_3210,Facebook,3,97.98,5,19,0,0.0595,0.0533,0.0061,3556,0
Next_544,Instagram,4,38.99,0,14,0,0.2083,0.2022,0.0061,3557,0
Next_3184,Google,0,0.0,4,20,0,0.0216,0.0155,0.0061,3558,0
Next_822,Google,0,0.0,4,20,0,0.0216,0.0155,0.0061,3559,0
Next_2404,Google,0,0.0,4,20,0,0.0216,0.0155,0.0061,3560,0
Next_384,Google,0,0.0,4,20,0,0.0216,0.0155,0.0061,3561,0
Next_280,Facebook,0,0.0,4,8,0,0.0226,0.0165,0.0061,3562,0
Next_4907,Facebook,0,0.0,4,8,0,0.0226,0.0165,0.0061,3563,0
Next_2302,Instagram,2,71.99,1,7,0,0.0919,0.0858,0.0061,3564,0
Next_1915,Facebook,2,56.99,6,13,0,0.0321,0.026,0.0061,3565,0
Next_1842,Instagram,9,61.49,1,9,1,0.7657,0.7597,0.0061,3566,0
Next_4732,Instagram,1,139.98,1,12,0,0.0845,0.0785,0.006,3567,0
Next_5292,Google,0,0.0,0,17,0,0.0377,0.0316,0.006,3568,0
Next_2400,Google,0,0.0,0,17,0,0.0377,0.0316,0.006,3569,0
Next_2598,Google,0,0.0,0,17,0,0.0377,0.0316,0.006,3570,0
Next_2409,Google,0,0.0,0,17,0,0.0377,0.0316,0.006,3571,0
Next_835,Google,0,0.0,0,17,0,0.0377,0.0316,0.006,3572,0
Next_3530,Google,0,0.0,0,17,0,0.0377,0.0316,0.006,3573,0
Next_1249,Facebook,0,0.0,6,11,0,0.018,0.012,0.006,3574,0
Next_2112,Facebook,0,0.0,6,11,0,0.018,0.012,0.006,3575,0
Next_1972,Instagram,1,116.98,7,7,0,0.027,0.021,0.006,3576,0
Next_852,Facebook,0,0.0,7,13,0,0.0163,0.0103,0.006,3577,0
Next_1575,Facebook,1,58.49,3,12,0,0.0394,0.0333,0.006,3578,0
Next_1550,Facebook,1,66.99,1,14,0,0.0583,0.0523,0.006,3579,0
Next_4321,Instagram,1,48.99,0,2,0,0.0716,0.0657,0.006,3580,0
Next_4295,Google,0,0.0,1,17,0,0.032,0.026,0.006,3581,0
Next_3870,Google,0,0.0,1,17,0,0.032,0.026,0.006,3582,0
Next_4176,Google,0,0.0,1,17,0,0.032,0.026,0.006,3583,0
Next_4437,Google,0,0.0,1,17,0,0.032,0.026,0.006,3584,0
Next_166,Google,0,0.0,1,17,0,0.032,0.026,0.006,3585,0
Next_2445,Google,0,0.0,1,17,0,0.032,0.026,0.006,3586,0
Next_2837,Google,0,0.0,1,17,0,0.032,0.026,0.006,3587,0
Next_959,Google,0,0.0,1,17,0,0.032,0.026,0.006,3588,0
Next_5764,Google,2,61.49,2,26,0,0.0608,0.0549,0.006,3589,0
Next_647,Google,0,0.0,6,23,0,0.0172,0.0112,0.0059,3590,0
Next_5314,Google,0,0.0,6,23,0,0.0172,0.0112,0.0059,3591,0
Next_4103,Facebook,1,83.98,2,15,0,0.0512,0.0453,0.0059,3592,0
Next_4949,Facebook,0,0.0,5,9,0,0.0198,0.0139,0.0059,3593,0
Next_3454,Facebook,0,0.0,5,9,0,0.0198,0.0139,0.0059,3594,0
Next_3199,Google,1,57.99,1,24,0,0.0521,0.0462,0.0059,3595,0
Next_5376,Facebook,1,59.99,4,12,0,0.0334,0.0275,0.0059,3596,0
Next_1504,Facebook,3,57.99,0,22,0,0.1426,0.1367,0.0059,3597,0
Next_393,Google,0,0.0,5,21,0,0.0189,0.013,0.0059,3598,0
Next_5797,Google,0,0.0,5,21,0,0.0189,0.013,0.0059,3599,0
Next_3388,Google,0,0.0,5,21,0,0.0189,0.013,0.0059,3600,0
Next_3468,Google,0,0.0,5,21,0,0.0189,0.013,0.0059,3601,0
Next_5468,Facebook,2,51.99,5,12,0,0.0365,0.0307,0.0059,3602,0
Next_189,Instagram,8,52.99,6,22,0,0.2655,0.2596,0.0059,3603,0
Next_2766,Facebook,1,101.98,5,16,0,0.0324,0.0265,0.0059,3604,0
Next_1953,Facebook,1,50.49,0,13,0,0.0662,0.0604,0.0059,3605,0
Next_4433,Instagram,3,75.99,0,14,0,0.1675,0.1616,0.0059,3606,0
Next_4401,Facebook,1,118.98,3,18,0,0.0481,0.0422,0.0058,3607,0
Next_3564,Instagram,2,62.49,2,4,0,0.0712,0.0653,0.0058,3608,0
Next_4365,Google,0,0.0,3,18,0,0.0238,0.0179,0.0058,3609,0
Next_2133,Google,0,0.0,3,18,0,0.0238,0.0179,0.0058,3610,0
Next_1512,Facebook,3,43.99,2,16,0,0.087,0.0812,0.0058,3611,0
Next_1584,Instagram,3,70.99,3,7,0,0.0856,0.0798,0.0058,3612,0
Next_2471,Google,1,58.49,3,23,0,0.0363,0.0305,0.0058,3613,0
Next_1066,Google,1,56.99,4,23,0,0.0308,0.025,0.0058,3614,0
Next_4759,Facebook,0,0.0,1,5,0,0.0335,0.0277,0.0058,3615,0
Next_180,Facebook,0,0.0,1,5,0,0.0335,0.0277,0.0058,3616,0
Next_2364,Facebook,0,0.0,1,5,0,0.0335,0.0277,0.0058,3617,0
Next_5203,Google,0,0.0,2,17,0,0.0271,0.0213,0.0057,3618,0
Next_3770,Google,2,57.99,6,24,0,0.0296,0.0238,0.0057,3619,0
Next_4991,Facebook,4,60.99,5,17,0,0.0714,0.0657,0.0057,3620,0
Next_3574,Google,0,0.0,4,19,0,0.0208,0.0151,0.0057,3621,0
Next_147,Google,0,0.0,4,19,0,0.0208,0.0151,0.0057,3622,0
Next_3520,Google,0,0.0,4,19,0,0.0208,0.0151,0.0057,3623,0
Next_4859,Facebook,0,0.0,4,7,0,0.0218,0.0161,0.0057,3624,0
Next_5275,Facebook,0,0.0,4,7,0,0.0218,0.0161,0.0057,3625,0
Next_5163,Facebook,0,0.0,4,7,0,0.0218,0.0161,0.0057,3626,0
Next_1734,Facebook,2,115.98,3,20,0,0.066,0.0603,0.0057,3627,0
Next_4058,Facebook,3,59.99,2,18,0,0.0928,0.0871,0.0057,3628,0
Next_2229,Facebook,0,0.0,7,12,0,0.0158,0.0101,0.0057,3629,0
Next_790,Facebook,0,0.0,7,12,0,0.0158,0.0101,0.0057,3630,0
Next_2203,Facebook,2,60.99,1,16,0,0.0797,0.074,0.0057,3631,0
Next_3850,Facebook,0,0.0,6,10,0,0.0174,0.0117,0.0057,3632,0
Next_4348,Facebook,0,0.0,6,10,0,0.0174,0.0117,0.0057,3633,0
Next_2678,Facebook,0,0.0,6,10,0,0.0174,0.0117,0.0057,3634,0
Next_2267,Instagram,8,155.97,4,7,1,0.5803,0.5746,0.0057,3635,0
Next_669,Google,2,82.49,5,26,0,0.0373,0.0316,0.0057,3636,0
Next_5105,Other,7,60.99,0,15,0,0.6113,0.6056,0.0057,3637,0
Next_5751,Instagram,2,238.47,7,19,0,0.052,0.0464,0.0057,3638,0
Next_117,Google,1,65.49,5,24,0,0.027,0.0213,0.0057,3639,0
Next_1235,Facebook,1,65.99,6,13,0,0.0248,0.0191,0.0057,3640,0
Next_3852,Google,1,59.99,4,23,0,0.0308,0.0251,0.0057,3641,0
Next_3120,Instagram,1,54.49,1,1,0,0.059,0.0533,0.0057,3642,0
Next_4346,Google,1,52.99,1,23,0,0.0504,0.0447,0.0056,3643,0
Next_284,Google,0,0.0,6,22,0,0.0166,0.0109,0.0056,3644,0
Next_2836,Google,0,0.0,6,22,0,0.0166,0.0109,0.0056,3645,0
Next_3806,Google,2,61.49,4,24,0,0.0411,0.0355,0.0056,3646,0
Next_2627,Facebook,4,72.99,4,20,0,0.0922,0.0866,0.0056,3647,0
Next_5223,Instagram,3,61.99,5,3,0,0.0545,0.0489,0.0056,3648,0
Next_4053,Facebook,0,0.0,5,8,0,0.0191,0.0135,0.0056,3649,0
Next_573,Facebook,1,71.99,1,14,0,0.0582,0.0527,0.0056,3650,0
Next_1546,Facebook,1,54.99,1,12,0,0.0545,0.0489,0.0056,3651,0
Next_3541,Google,2,219.96,2,8,1,0.1356,0.13,0.0056,3652,0
Next_2896,Google,0,0.0,5,20,0,0.0183,0.0127,0.0056,3653,0
Next_497,Google,0,0.0,0,16,0,0.0364,0.0308,0.0055,3654,0
Next_3679,Google,0,0.0,0,16,0,0.0364,0.0308,0.0055,3655,0
Next_83,Google,0,0.0,0,16,0,0.0364,0.0308,0.0055,3656,0
Next_1485,Google,0,0.0,0,16,0,0.0364,0.0308,0.0055,3657,0
Next_3866,Instagram,2,136.98,5,9,0,0.0517,0.0461,0.0055,3658,0
Next_2734,Google,0,0.0,1,16,0,0.0309,0.0253,0.0055,3659,0
Next_4723,Google,0,0.0,1,16,0,0.0309,0.0253,0.0055,3660,0
Next_1508,Google,0,0.0,1,16,0,0.0309,0.0253,0.0055,3661,0
Next_2745,Google,0,0.0,1,16,0,0.0309,0.0253,0.0055,3662,0
Next_2630,Google,0,0.0,1,16,0,0.0309,0.0253,0.0055,3663,0
Next_1100,Facebook,2,59.99,5,12,0,0.0365,0.031,0.0055,3664,0
Next_398,Instagram,2,73.99,2,5,0,0.0735,0.068,0.0055,3665,0
Next_2983,Google,1,70.99,5,24,0,0.027,0.0215,0.0055,3666,0
Next_1317,Facebook,1,86.99,0,17,0,0.0754,0.07,0.0055,3667,0
Next_4426,Instagram,5,47.49,5,8,0,0.1049,0.0995,0.0055,3668,0
Next_5758,Google,0,0.0,3,17,0,0.0229,0.0175,0.0054,3669,0
Next_5832,Google,0,0.0,3,17,0,0.0229,0.0175,0.0054,3670,0
Next_511,Google,0,0.0,3,17,0,0.0229,0.0175,0.0054,3671,0
Next_2765,Google,0,0.0,3,17,0,0.0229,0.0175,0.0054,3672,0
Next_930,Google,0,0.0,3,17,0,0.0229,0.0175,0.0054,3673,0
Next_699,Google,0,0.0,3,17,0,0.0229,0.0175,0.0054,3674,0
Next_4323,Facebook,1,65.49,1,13,0,0.0563,0.0509,0.0054,3675,0
Next_406,Google,5,46.99,1,1,1,0.2457,0.2403,0.0054,3676,0
Next_1128,Google,1,61.99,5,23,0,0.0261,0.0207,0.0054,3677,0
Next_2461,Google,0,0.0,4,18,0,0.0201,0.0147,0.0054,3678,0
Next_1669,Google,0,0.0,4,18,0,0.0201,0.0147,0.0054,3679,0
Next_1617,Instagram,1,212.97,5,15,0,0.049,0.0436,0.0054,3680,0
Next_4819,Instagram,3,141.98,6,11,0,0.0604,0.055,0.0054,3681,0
